Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Salary,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Years_At_Company,YearsInCurrentRole,Years_Since_Promotion,YearsWithCurrManager,Attrition_Flag
30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,4,3,Research Director,1,Married,11416,Yes,3,3,9,4,2,8,7,1,7,0
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,4,Female,2,1,Research Scientist,1,Single,2600,Yes,3,1,1,2,3,1,0,0,0,1
30,Yes,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,2422,No,3,1,4,3,3,3,2,1,2,1
26,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,5472,No,3,2,8,2,3,8,7,1,3,0
22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,2451,No,3,1,4,3,2,4,3,1,1,0
48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,4240,No,3,4,19,0,3,2,2,2,2,0
48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,10999,No,3,2,27,3,3,15,11,4,8,0
41,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,2,Manufacturing Director,3,Single,5003,No,3,2,8,6,3,2,2,2,1,0
39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,Married,12742,No,3,3,21,3,3,21,6,11,8,0
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,4227,No,3,2,4,2,3,3,2,2,2,0
35,No,Travel_Rarely,Research & Development,10,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,3917,No,4,1,3,4,2,3,2,1,2,0
42,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,5,Manager,3,Married,18303,No,3,2,21,3,4,1,0,0,0,0
50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2380,No,3,2,8,5,3,1,0,0,0,0
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,Single,13726,Yes,3,1,30,4,3,5,3,4,3,0
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,4777,No,3,1,15,2,1,1,0,0,0,1
55,No,Travel_Frequently,Research & Development,18,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,6385,Yes,3,4,17,3,3,8,7,6,7,0
41,No,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,1,5,Research Director,3,Divorced,19973,No,4,2,21,3,3,21,16,5,10,0
38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6861,Yes,3,3,19,1,3,1,0,0,0,0
26,Yes,Non-Travel,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,Single,4969,No,3,4,7,6,3,2,2,2,2,1
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,5,Manager,4,Married,19845,No,3,4,33,3,3,32,14,6,9,1
44,No,Travel_Rarely,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,Married,13320,Yes,3,3,23,2,3,12,11,11,11,0
50,No,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,2,Sales Executive,3,Married,6347,No,3,1,19,3,3,18,7,0,13,0
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,2743,No,3,3,18,1,3,17,13,15,14,1
39,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,3,Manufacturing Director,1,Single,10880,Yes,3,3,21,2,3,21,6,2,8,0
33,No,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,No,3,4,3,2,2,2,2,2,2,0
45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,Married,17650,No,3,2,26,4,4,9,3,1,1,0
32,No,Non-Travel,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,4025,No,3,2,10,2,3,8,7,7,7,0
34,No,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,9725,No,3,4,16,2,2,15,1,0,9,0
59,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,3,Manager,4,Married,11904,Yes,3,3,14,1,1,6,4,0,4,0
45,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,2177,No,3,1,6,3,3,6,3,0,4,0
53,No,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,3,Sales Executive,2,Married,7525,No,3,1,30,2,3,15,7,6,12,0
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,4834,No,3,2,9,3,2,1,0,0,0,1
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,Yes,3,2,6,2,3,3,2,1,2,1
34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,Yes,3,4,1,2,3,1,1,0,0,0
28,No,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1052,No,4,2,1,5,3,1,0,0,0,0
38,No,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,Married,2821,No,3,1,8,2,3,2,2,2,2,0
50,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,Married,19237,Yes,3,4,29,2,2,8,1,7,7,0
37,No,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,No,3,1,8,3,2,4,3,0,1,0
40,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,8396,No,3,2,8,3,2,7,7,7,5,0
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,2007,No,3,3,5,5,3,5,3,1,3,0
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,Divorced,19627,No,3,4,23,0,3,2,2,2,2,0
54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,No,3,2,13,4,3,9,4,7,0,0
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,2942,No,3,2,18,4,3,5,4,0,3,0
36,No,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,No,3,2,15,2,2,14,8,7,8,0
55,No,Non-Travel,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,Single,16756,No,3,2,31,3,4,9,7,6,2,0
43,No,Travel_Rarely,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,No,3,3,18,5,3,1,0,0,0,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,Yes,3,2,2,3,3,2,2,0,2,1
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,No,3,1,1,6,2,1,0,1,0,1
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,Yes,4,1,19,2,3,16,13,1,7,0
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,Yes,3,3,18,2,4,10,0,2,7,1
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,No,3,1,10,2,2,10,7,1,9,1
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,No,3,1,6,2,3,5,3,1,3,0
30,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,No,3,3,7,1,2,6,2,0,2,0
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,No,3,3,10,3,3,10,6,0,8,0
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,No,3,1,20,4,2,19,9,1,9,0
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,No,4,4,14,6,3,11,10,11,1,0
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,No,3,4,3,4,3,3,2,1,2,0
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,No,3,2,23,4,3,3,2,1,2,0
28,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,3660,No,3,4,10,4,4,8,7,1,7,0
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,Married,10482,No,3,4,24,1,3,20,6,3,6,1
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,No,3,3,9,2,3,3,2,1,2,0
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,Yes,4,1,9,2,3,8,7,4,7,1
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,4508,No,4,2,14,4,3,13,7,3,8,1
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,No,3,4,4,5,2,4,2,2,2,0
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,No,3,3,7,1,2,6,2,0,4,0
37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,Yes,3,3,8,5,3,1,0,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,Yes,3,2,7,3,4,7,7,5,6,1
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,No,4,3,1,0,2,1,1,0,0,1
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,2313,Yes,4,2,5,0,3,2,2,2,2,1
42,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,Married,17665,No,3,4,23,3,3,22,6,13,7,0
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,No,3,1,1,2,3,1,0,0,0,1
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,Single,4728,Yes,3,4,5,4,3,0,0,0,0,1
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,No,3,3,4,3,3,3,2,0,2,0
34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,No,3,4,6,2,3,0,0,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,16885,No,4,3,27,3,2,5,4,2,1,0
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,No,3,4,15,2,3,15,10,4,12,0
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,No,3,4,18,4,3,8,6,4,0,0
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,Yes,3,2,9,2,3,8,7,2,7,0
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,No,4,1,11,1,3,7,5,1,7,0
28,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,No,3,2,10,3,2,9,7,1,7,0
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,17465,No,3,4,23,3,3,12,9,4,9,0
38,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,No,3,3,10,2,3,1,0,0,0,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,No,3,3,18,1,3,8,7,0,1,0
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,No,3,4,21,4,3,18,7,11,5,1
40,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,Single,19626,No,3,1,21,2,4,20,7,4,9,0
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,Yes,3,3,2,6,4,2,2,2,2,0
39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,No,3,3,9,2,2,5,4,0,3,0
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,No,4,1,18,0,3,11,9,0,9,0
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,No,3,1,3,4,3,2,2,2,2,0
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,No,3,1,6,2,1,5,3,0,4,0
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,No,3,4,5,3,3,5,2,0,2,0
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,No,3,2,22,3,3,9,8,2,3,0
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,No,3,4,5,3,2,3,2,0,2,0
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,No,3,4,8,2,2,7,5,1,1,0
42,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,No,3,1,16,3,3,1,0,0,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,Yes,3,3,10,2,2,10,7,1,2,0
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,No,3,4,7,2,4,7,6,5,0,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,Yes,3,4,3,2,3,3,1,0,2,0
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,No,3,4,0,0,3,0,0,0,0,1
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,Yes,3,1,6,3,3,5,2,0,3,1
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,Yes,3,1,6,4,3,1,0,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,No,3,3,2,5,2,2,2,2,2,1
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,No,3,3,9,2,3,6,2,1,3,0
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,No,3,3,4,0,3,4,2,2,2,0
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,No,4,1,6,3,2,6,5,1,3,0
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,No,3,2,6,2,1,5,4,1,4,0
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,No,3,1,11,3,1,11,8,3,10,1
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,13499,No,3,3,20,3,2,18,7,2,13,0
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,Yes,3,2,22,2,2,21,9,13,14,1
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,No,3,4,9,3,4,6,4,1,5,0
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,No,3,2,10,2,3,8,0,1,7,0
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,No,4,4,6,2,3,4,3,1,2,0
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,Yes,3,4,1,4,2,1,1,0,0,1
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,No,4,2,8,2,3,8,7,0,7,0
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,No,3,1,10,3,3,10,3,1,4,0
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,Yes,3,4,16,3,1,1,1,0,0,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,No,3,2,15,2,4,7,7,6,4,0
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,No,4,3,14,3,3,13,9,4,9,0
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,No,3,2,2,2,4,2,2,2,2,0
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,No,3,2,7,2,2,4,3,1,3,1
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,No,3,3,1,3,3,1,0,0,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,No,3,4,28,2,3,5,2,4,2,0
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,No,3,1,10,5,3,10,8,0,8,0
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,No,4,3,1,4,3,1,1,0,0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,Yes,3,3,7,2,2,3,2,0,2,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,No,3,2,14,2,2,14,8,3,11,0
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,No,3,1,2,2,2,2,2,1,2,0
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,Yes,3,3,6,4,3,6,4,0,2,1
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,No,3,2,26,6,3,7,7,4,7,0
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,Yes,3,1,6,2,2,5,4,1,3,0
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,Yes,3,2,1,5,3,0,0,0,0,1
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,No,4,1,28,2,3,26,15,15,9,0
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,No,3,4,6,3,3,0,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,No,3,4,5,2,3,5,4,1,4,0
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,No,3,1,5,2,1,1,0,0,0,1
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,No,3,3,8,3,3,4,3,0,3,0
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,No,3,4,5,2,3,0,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,No,4,3,32,3,3,2,2,2,2,0
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,No,3,3,6,2,3,6,5,3,3,0
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,No,3,1,25,2,3,4,2,0,3,0
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,Yes,3,4,15,2,3,7,7,1,7,0
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,No,3,1,1,3,1,1,0,0,0,1
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,No,3,1,10,3,2,10,7,0,1,0
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,No,3,3,7,4,3,7,7,1,7,0
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,No,3,1,10,4,2,10,7,8,9,0
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,No,4,2,20,3,3,20,11,13,17,0
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,No,3,4,2,2,3,2,1,2,2,0
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,No,3,3,12,3,2,6,3,1,4,0
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,No,3,1,10,3,4,4,3,0,3,0
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,Yes,3,2,12,3,3,11,7,1,9,0
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,No,4,3,2,2,3,2,2,2,2,0
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,Yes,3,4,10,2,3,8,7,0,7,0
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,Yes,4,3,17,2,3,7,7,7,7,0
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,No,3,2,15,5,3,14,10,4,10,0
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,No,3,2,7,2,4,5,1,1,3,0
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,No,3,2,5,4,3,4,3,1,1,0
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,Yes,4,1,12,2,3,11,9,5,7,0
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,Yes,3,3,20,6,3,1,0,0,0,0
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,Yes,3,2,16,6,2,13,2,4,12,0
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,Yes,3,4,9,3,2,9,7,6,8,0
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,No,3,1,33,2,1,5,4,1,4,0
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,No,3,4,10,5,3,10,5,7,7,0
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,Yes,4,2,1,2,4,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,No,3,1,3,5,3,3,2,1,2,0
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,No,3,1,36,2,3,10,9,0,9,0
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,Yes,3,4,6,2,2,6,5,0,1,0
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,No,3,2,10,2,3,10,9,1,8,0
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,No,3,4,13,2,3,6,1,0,5,0
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,No,3,2,25,2,3,8,7,0,7,0
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,No,3,3,23,2,4,1,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,No,3,3,12,2,2,11,10,0,7,0
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,No,3,3,7,4,2,1,0,0,0,0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,No,3,2,5,2,3,5,3,0,3,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,Yes,3,2,6,2,3,6,0,1,0,0
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,No,3,3,25,3,4,1,0,0,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,No,3,2,9,2,2,7,7,1,7,0
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,No,3,4,2,5,2,1,0,0,0,0
44,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,No,3,3,26,5,3,22,9,3,10,0
33,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,Yes,3,4,10,3,3,9,8,0,8,0
19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,Yes,3,4,1,2,3,1,0,0,1,0
23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,No,4,4,1,2,3,1,0,0,1,0
25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,Yes,3,4,1,4,3,1,0,1,0,1
